facility_code,facility_name,official_name,keph_level,facility_type,facility_type_category,owner,owner_type,regulatory_body,beds,cots,beds_and_cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,service_names,source,keph_level_numeric,facility_id,eligible_hemodialysis,eligible_icu_ventilator,eligible_anesthesia_theatre,eligible_mri_ct,eligible_xray,eligible_ultrasound,eligible_patient_monitor,equipment_eligible_any
25541.0,Deo Gratios dispensary,Deo Gratios dispensary,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Embu,Runyenjes,Runyenjes,Kagaari North,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25541.0,False,False,False,False,False,False,False,False
25542.0,God`s will medical clinc,God`s will medical clinc,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Embu,Runyenjes,Runyenjes,Kagaari North,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25542.0,False,False,False,False,False,False,False,False
25535.0,Dawder Dispensary,Dawder Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,15,0,15,Mandera,Mandera South,Mandera South,Elwak South,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25535.0,False,False,False,False,False,False,False,False
25663.0,Sidia medical centre,Sidia medical centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Nyeri,Kieni,Kieni West,Mwiyogo/Endarasha,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25663.0,False,False,False,False,False,False,False,False
25667.0,Belwop Mark Aderson health centre,Belwop Mark Aderson health centre,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,,0,0,0,Nyeri,Kieni,Kieni West,Mwiyogo/Endarasha,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25667.0,False,False,False,False,False,False,False,False
25587.0,Boi dispensary,Boi dispensary,Level 3,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Kobujoi,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,25587.0,False,False,False,False,True,True,True,True
25538.0,Mavid Medical Centre Mundika,Mavid Medical Centre Mundika,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,0,Busia,Matayos,Matayos,Bukhayo West,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25538.0,False,False,False,False,False,False,False,False
25611.0,Ndimaini medical clinic,Ndimaini medical clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0,0,0,Nyeri,Mathira,Mathira East,Konyu,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25611.0,False,False,False,False,False,False,False,False
25544.0,Sukelaquli Dispensary,Sukelaquli Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),2,0,2,Mandera,Mandera West,Mandera West,Takaba South,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25544.0,False,False,False,False,False,False,False,False
25530.0,Neuro Medical Clinic,Neuro Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0,0,0,Kericho,Ainamoi,Ainamoi,Kipchebor,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25530.0,False,False,False,False,False,False,False,False
25593.0,Bingwa Afya Clinic(Naivasha),Bingwa Afya Clinic(Naivasha),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Nakuru,Naivasha,Naivasha,Mai Mahiu,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25593.0,False,False,False,False,False,False,False,False
25555.0,Safina Medical Clinic,Safina Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0,0,0,Kajiado,Kajiado South,Loitokitok,Rombo,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25555.0,False,False,False,False,False,False,False,False
25551.0,Two Feet,Two Feet Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Kiambu,Kabete,Kabete,Kabete,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25551.0,False,False,False,False,False,False,False,False
25557.0,Muthure Wellness Health Services,Muthure Wellness Health Services,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,,0,0,0,Kiambu,Kabete,Kabete,Gitaru,Operational,No,Yes,No,Yes,,kmhfr_openafrica_2020,2.0,25557.0,False,False,False,False,False,False,False,False
25558.0,Ram Medical Clinic,Ram Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Turkana,Turkana Central,Turkana Central,Lodwar Township,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25558.0,False,False,False,False,False,False,False,False
25521.0,Getembe Annex Frankstone Hospital,Getembe Annex Frankstone Hospital,Level 3,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,29,7,36,Kisii,Nyaribari Chache,Nyaribari Chache,Kisii Central,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25521.0,False,False,False,False,True,True,True,True
25524.0,B .M. C,Brexit Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Kirinyaga,Mwea,Kirinyaga North/Mwea West,Wamumu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25524.0,False,False,False,False,False,False,False,False
25561.0,Rodaland Medical Centre,Rodaland Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Machakos,Matungulu,Matungulu,Matungulu West,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25561.0,False,False,False,False,False,False,False,False
25574.0,"The Nairobi Hospital, Outpatient Centre Galleria","The Nairobi Hospital, Outpatient Centre Galleria",Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Nairobi,Langata,Langata,Karen,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25574.0,False,False,False,False,True,True,True,True
25583.0,Penda Medical Center Kangemi,Penda Medical Center Kangemi,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Nairobi,Westlands,Westlands,Kangemi,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,3.0,25583.0,False,False,False,False,True,True,True,True
25510.0,Royal Victoria Hospital,Royal Victoria Hospital,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Clinical Officer,Private Practice,,10,1,11,Siaya,Gem,Gem,Yala Township,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25510.0,False,False,False,False,True,True,True,True
25520.0,Medscope Dental Care Clinic,Medscope Dental Care Clinic,Level 2,Dental Clinic,STAND ALONE,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Kirinyaga,Mwea,Kirinyaga North/Mwea West,Mutithi,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25520.0,False,False,False,False,False,False,False,False
25526.0,Noka Medi Care,Noka Medi Care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,0,Kirinyaga,Gichugu,Kirinyaga East,Ngariama,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25526.0,False,False,False,False,False,False,False,False
25517.0,Domiline Medical Clinic,Domiline Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,10,0,10,Kisii,South Mugirango,South Mugirango,Moticho,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25517.0,False,False,False,False,False,False,False,False
25529.0,Kerugoya Fortis Kianyaga MC,Kerugoya Fortis Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,0,Kirinyaga,Gichugu,Kirinyaga East,Baragwi,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25529.0,False,False,False,False,False,False,False,False
25505.0,Sheywe Community Hospital Limited,Sheywe Community Hospital Limited,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,65,0,65,Kakamega,Shinyalu,Shinyalu,Isukha South,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,4.0,25505.0,True,True,True,False,True,True,True,True
25576.0,Mediant Diagnostics Medical Clinic,Mediant Diagnostics Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,1,0,1,Nairobi,Roysambu,Roysambu,Roysambu,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25576.0,False,False,False,False,False,False,False,False
25516.0,St Paul Community Medical Centre,St Paul Community Medical Centre,Level 3,Nursing Homes,NURSING HOME,Private Practice - General Practitioner,Private Practice,Kenya MPDB,15,2,17,Machakos,Mavoko,Athi River,Syokimau/Mulolongo,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25516.0,False,False,False,False,True,True,True,True
25575.0,LVCT Korogocho,LVCT Korogocho,Level 2,VCT,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Ministry of Health,0,0,0,Nairobi,Ruaraka,Ruaraka,Korogocho,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,25575.0,False,False,False,False,False,False,False,False
25508.0,Nyapeta Dispensary,Nyapeta Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,3,0,3,Kakamega,Mumias West,Mumias West,Etenje,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25508.0,False,False,False,False,False,False,False,False
25573.0,Times Medical Health Care,Times Medical Health Care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0,0,0,Kiambu,Ruiru,Ruiru,Kahawa Wendani,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25573.0,False,False,False,False,False,False,False,False
25507.0,Musanda Dispensary,Musanda Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Clinical Officers Council,3,0,3,Kakamega,Mumias West,Mumias West,Musanda,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25507.0,False,False,False,False,False,False,False,False
25546.0,Hope Heal Medical Center,Hope Heal Medical Center,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0,0,0,Kiambu,Ruiru,Ruiru,Mwihoko,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25546.0,False,False,False,False,False,False,False,False
25572.0,Warazo Medical Clinic Mwihoko,Warazo Medical Clinic Mwihoko,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0,0,0,Kiambu,Ruiru,Ruiru,Mwihoko,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25572.0,False,False,False,False,False,False,False,False
25509.0,Kisiru  Dispensary,Kisiru Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Vihiga,Vihiga,Vihiga,Lugaga-wamuluma,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25509.0,False,False,False,False,False,False,False,False
25498.0,Ichinga Dispensary,Ichinga Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3,0,3,Kakamega,Mumias West,Mumias West,Mumias North,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25498.0,False,False,False,False,False,False,False,False
25533.0,Vicor Lelu Health Care Clinic,Vicor Lelu Health Care Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,2,0,2,Kericho,Kipkelion West,Kipkelion West,Kamasian,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25533.0,False,False,False,False,False,False,False,False
25519.0,Apilo Dispensary,Apilo Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Other,2,0,2,Migori,Nyatike,Nyatike,Got Kachola,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25519.0,False,False,False,False,False,False,False,False
25496.0,WAYAM NURSING HOME,WAYAM NURSING HOME,Level 2,Nursing and Maternity Home,NURSING HOME,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),12,2,14,Mandera,Banissa,Banissa,Banissa,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25496.0,False,False,False,False,False,False,False,False
25506.0,Emung'abo Dispensary,Emung'abo Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,1,2,Kakamega,Khwisero,Khwisero,Kisa Central,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25506.0,False,False,False,False,False,False,False,False
25539.0,Africa Inuka Hospital,Africa Inuka Hospital,Level 4,Secondary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,60,5,65,Kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,4.0,25539.0,True,True,True,False,True,True,True,True
25571.0,The Nairobi West Hospital Utawala,The Nairobi West Hospital Utawala,Level 3,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,4,1,5,Nairobi,Embakasi East,Embakasi East,Utawala,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25571.0,False,False,False,False,True,True,True,True
25497.0,Lamu Centre of Preventantive Health,Lamu Centre of Preventantive Health,Level 2,Laboratory,STAND ALONE,Private Practice Lab Technician/Technologist,Private Practice,"Kenya Medical Laboratory, Tech & Technologists Board",2,0,2,Lamu,Lamu West,Lamu West,Mkomani,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25497.0,False,False,False,False,False,False,False,False
25589.0,Campel Medical Centre,Campel Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,20,0,20,Embu,Mbeere South,Mbeere South,Mwea,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25589.0,False,False,False,False,True,True,True,True
25568.0,Helpers Health Services,Helpers Health Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,2,0,2,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,25568.0,False,False,False,False,False,False,False,False
25560.0,Bomet University Clinic,Bomet University Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Public Institution - Academic,Ministry of Health,Kenya MPDB,0,0,0,Bomet,Chepalungu,Chepalungu,Nyangores,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25560.0,False,False,False,False,False,False,False,False
25567.0,Optica Limited,Optica Limited,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,,0,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,25567.0,False,False,False,False,False,False,False,False
25566.0,Valle View Kisima Med Clinic,Valle View Kisima Med Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,0,Samburu,Samburu Central,Samburu Central,Lodokejek,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,25566.0,False,False,False,False,False,False,False,False
25559.0,Pema Medical Clinic-Samburu,Pema Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Samburu,Samburu Central,Samburu Central,Suguta Marmar,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,25559.0,False,False,False,False,False,False,False,False
25499.0,Spero Medical Services,Spero Medical Services,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Bungoma,Kanduyi,Kanduyi,Township,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25499.0,False,False,False,False,False,False,False,False
25588.0,Mirmed Health Care,Mirmed Health Care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,2,0,2,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,25588.0,False,False,False,False,False,False,False,False
25523.0,Kiwegu Dispensary,Kiwegu Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Lunga Lunga,Lunga Lunga,Vanga,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25523.0,False,False,False,False,False,False,False,False
25547.0,Dove Mental Health Hospital,Dove Mental Health Hospital,Level 3,Rehab. Center - Drug and Substance abuse,STAND ALONE,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,40,0,40,Kiambu,Kikuyu,Kikuyu,Kikuyu,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25547.0,False,False,False,False,True,True,True,True
25487.0,BOMA MEDICARE LIMITED,BOMA MEDICARE LIMITED,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice- Pharmacist,Private Practice,Kenya MPDB,7,2,9,Migori,Suna East,Suna East,Suna Central,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25487.0,False,False,False,False,False,False,False,False
25518.0,St. Patric's Optical and Eye Clinic,St. Patric's Optical and Eye Clinic,Level 2,Ophthalmology,STAND ALONE,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Kiambu,Kikuyu,Kikuyu,Kikuyu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25518.0,False,False,False,False,False,False,False,False
25470.0,DANDU NURSING HOME LIMITED,DANDU NURSING HOME LIMITED,Level 3,Nursing Homes,NURSING HOME,Private Practice - Private Company,Private Practice,Kenya MPDB,10,2,12,Mandera,Mandera West,Mandera West,Dandu,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,3.0,25470.0,False,False,False,False,True,True,True,True
25515.0,First Community Hospital Mlolongo,First Community Hospital Mlolongo,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,50,0,50,Machakos,Mavoko,Athi River,Syokimau/Mulolongo,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,3.0,25515.0,False,False,False,False,True,True,True,True
25569.0,MAIKO NURSING HOME,MAIKO NURSING HOME,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,10,0,10,Nakuru,Subukia,Subukia,Subukia,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25569.0,False,False,False,False,True,True,True,True
25457.0,Hareri Health Care Services Ltd,Hareri Health Care Services Ltd,Level 3,Nursing Homes,NURSING HOME,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,15,1,16,Mandera,Mandera East,Mandera East,Khalalio,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25457.0,False,False,False,False,True,True,True,True
25495.0,Mogumo Medical Centre (Kisii),Mogumo Medical Centre (Kisii),Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,40,0,40,Kisii,Bonchari,Bonchari,Bomariba,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25495.0,False,False,False,False,True,True,True,True
25532.0,Chilumani Dispensary,Chilumani Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,Kwale,Kinango,Kinango,Mwavumbo,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25532.0,False,False,False,False,False,False,False,False
